513555,153.959880
513566,153.963184
513519,153.949208
513611,153.976699
513544,153.956672
513498,153.942752
513752,154.018917
513613,153.977384
513717,154.008556
513568,153.963931
513720,154.009254
513716,154.008265
513609,153.975976
513729,154.012195
513703,154.004421
513837,154.044407
513718,154.008906
513702,154.004076
513639,153.985092
513766,154.023102
513626,153.981220
513827,154.041505
513682,153.998123
513758,154.020850
513700,154.003534
513686,153.999292
513694,154.001482
513748,154.017923
513769,154.024166
513625,153.980851
513853,154.049174
513681,153.997554
513743,154.016149
513798,154.032629
513741,154.015617
513705,154.004764
513684,153.998730
513784,154.028664
513695,154.001960
513830,154.042423
513678,153.996758
513734,154.013723
513796,154.032314
513703,154.004399
513715,154.007795
513693,154.001288
513792,154.030966
513825,154.040834
513775,154.025924
513789,154.030043
513845,154.046863
513719,154.009036
513692,154.000977
513910,154.066270
513754,154.019617
513768,154.023819
513796,154.032154
513772,154.024872
513775,154.025896
513800,154.033484
513760,154.021264
513801,154.033803
513826,154.041171
513692,154.001055
513799,154.033176
513827,154.041538
513823,154.040272
513810,154.036261
513832,154.042922
513864,154.052520
513768,154.023742
513824,154.040669
513836,154.044215
513822,154.040039
513828,154.041690
513884,154.058434
513821,154.039705
513837,154.044428
513891,154.060584
513783,154.028185
513810,154.036396
513883,154.058394
513838,154.044885
513735,154.013729
513823,154.040133
513834,154.043700
513870,154.054432
513817,154.038582
513830,154.042454
513799,154.033008
513836,154.044202
513840,154.045289
513884,154.058604
513772,154.024889
513857,154.050517
513913,154.067170
513889,154.059966
513796,154.032210
513906,154.065013
513931,154.072523
513797,154.032544
513844,154.046503
513932,154.073056
513923,154.070126
513834,154.043540
513903,154.064258
513821,154.039663
513809,154.035940
513869,154.054024
513910,154.066409
513796,154.032257
513857,154.050589
513870,154.054404
513894,154.061678
513937,154.074364
513840,154.045280
513949,154.078105
513944,154.076624
513838,154.044636
513921,154.069569
513815,154.037769
513816,154.038134
513883,154.058255
513816,154.038289
513909,154.065949
513941,154.075564
513908,154.065762
513857,154.050515
513865,154.052878
513887,154.059503
513849,154.048083
513825,154.041009
513919,154.069133
513944,154.076505
513850,154.048401
513845,154.046971
513904,154.064400
513873,154.055249
513886,154.059105
513819,154.039194
513868,154.053606
513855,154.049730
513887,154.059419
513900,154.063247
513841,154.045537
513872,154.054823
513918,154.068873
513946,154.077180
513863,154.052105
513907,154.065585
513982,154.087951
513898,154.062719
513904,154.064476
513892,154.060987
513819,154.038916
513957,154.080302
513880,154.057300
513871,154.054512
513839,154.045180
513953,154.079276
513823,154.040137
513889,154.060009
513929,154.072058
513886,154.059070
513898,154.062689
513838,154.044902
513954,154.079676
513917,154.068368
513803,154.034311
513869,154.054182
513905,154.064790
513967,154.083483
513931,154.072725
513868,154.053653
513944,154.076549
513866,154.053078
513782,154.028025
513834,154.043538
513735,154.013871
513773,154.025242
513809,154.036084
513839,154.044942
513948,154.077805
514002,154.094037
513858,154.050674
513904,154.064604
514026,154.101078
513958,154.080861
513893,154.061156
513871,154.054695
513938,154.074871
513973,154.085323
513895,154.061887
513873,154.055357
513968,154.083834
513917,154.068291
514017,154.098349
513901,154.063733
513910,154.066249
513962,154.081801
513919,154.069056
513937,154.074391
513927,154.071351
513922,154.070028
513963,154.082197
513875,154.055891
513969,154.084117
513852,154.048811
513912,154.067036
513892,154.060924
513830,154.042450
513886,154.059294
513873,154.055114
513926,154.071284
513850,154.048335
513913,154.067229
513920,154.069224
513974,154.085383
513941,154.075713
513871,154.054749
513963,154.082334
513908,154.065888
513915,154.067974
513965,154.082735
513982,154.087932
513916,154.068165
513852,154.048952
513971,154.084491
513961,154.081665
513925,154.070810
513864,154.052501
513870,154.054351
513876,154.056168
513879,154.056952
513905,154.064737
513890,154.060476
513908,154.065795
513874,154.055559
513964,154.082679
513943,154.076337
514018,154.098862
513885,154.058785
513983,154.088334
513888,154.059732
513892,154.061036
514044,154.106592
513988,154.089637
513898,154.062640
513948,154.077843
514009,154.096088
513922,154.070015
513994,154.091415
513967,154.083328
513938,154.074746
513968,154.083788
513886,154.059107
513947,154.077464
513964,154.082593
513975,154.085856
513946,154.077038
513925,154.070740
513872,154.055003
513932,154.073087
513909,154.065905
513936,154.074256
513945,154.076915
513843,154.046137
513887,154.059469
513857,154.050447
513880,154.057425
513806,154.035232
513907,154.065529
513813,154.037139
513871,154.054570
514057,154.110367
513936,154.074009
514029,154.102032
513835,154.043964
513644,153.986718
513925,154.070793
513947,154.077571
513874,154.055595
513824,154.040637
513873,154.055300
514040,154.105457
514031,154.102507
513871,154.054522
514002,154.094071
513989,154.090059
513994,154.091643
513968,154.083874
513973,154.085223
513897,154.062534
513935,154.073765
513987,154.089291
513924,154.070660
513958,154.080681
514134,154.133555
514074,154.115385
513854,154.049410
513849,154.048138
513941,154.075671
513958,154.080742
513979,154.086926
513864,154.052622
513959,154.080932
513920,154.069335
514009,154.096006
513941,154.075675
514011,154.096745
513938,154.074810
514025,154.100688
513834,154.043637
513937,154.074586
514031,154.102755
513816,154.038054
514021,154.099509
514050,154.108298
513988,154.089772
